PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,Toluene,AQI,year,month,day,weekday,dayofyear,Date,City
28.56,75.76968774539398,2.45,30.44,14.195193338984609,26.10843983933586,0.89,6.98,0.0,72.0,2017.0,8.0,2.0,2.0,214.0,2017-08-02,Gurugram
22.75,86.77,3.85,38.23,22.6,9.24,0.67,10.7,8.49,81.0,2020.0,6.0,13.0,5.0,165.0,2020-06-13,Visakhapatnam
39.47,77.48,5.67,20.61,17.46,34.32,0.91,11.08,18.47,104.0,2020.0,6.0,22.0,0.0,174.0,2020-06-22,Delhi
68.26,96.6,1.75,12.11,7.84,6.18,0.92,4.95,2.0853821469963805,121.0,2018.0,1.0,30.0,1.0,30.0,2018-01-30,Thiruvananthapuram
30.86,53.32,11.87,12.28,24.14,3.83,0.0,6.881436501349867,2.05,71.0,2019.0,2.0,8.0,4.0,39.0,2019-02-08,Amritsar
58.86,220.16,27.03,6.68,33.71,7.68,1.02,28.31,1.7961624553199727,213.0,2019.0,3.0,31.0,6.0,90.0,2019-03-31,Talcher
44.42843936563031,99.74719391498854,6.7350690301870415,2.3860582455969848,6.047253735284357,4.154442998116792,0.4718643154913593,19.519967434165437,4.860484640588311,98.0,2018.0,6.0,9.0,5.0,160.0,2018-06-09,Jorapokhar
36.5,79.0,5.25,32.41,21.14,13.47,0.45,5.74,15.38,72.0,2018.0,10.0,3.0,2.0,276.0,2018-10-03,Hyderabad
53.62,185.45,20.64,46.41,41.46,19.78,1.03,10.75,11.355023005879048,148.0,2019.0,10.0,16.0,2.0,289.0,2019-10-16,Bhopal
51.15,106.4,10.81,50.57,54.25,28.59,0.67,6.62,4.41,111.0,2018.0,3.0,3.0,5.0,62.0,2018-03-03,Jaipur
55.26904060566903,145.78259130087167,21.840955309855637,9.900281117475288,27.446401849238782,10.15883294333048,1.8081048824928416,22.75640154907103,-0.7513676765324817,168.1074657067411,2018.0,4.0,12.0,3.0,102.0,2018-04-12,Talcher
60.48,103.34,4.17,64.8,68.85,25.75,0.63,15.86,11.24,122.0,2019.0,3.0,19.0,1.0,78.0,2019-03-19,Kolkata
12.58,32.59,4.27,22.18,14.61,17.89,0.31,9.52,3.02,37.0,2018.0,7.0,20.0,4.0,201.0,2018-07-20,Hyderabad
70.37,145.27,41.43,48.02,19.04,23.84,0.0,7.95,6.06,147.0,2017.0,12.0,24.0,6.0,358.0,2017-12-24,Jaipur
38.9,92.05,13.21,33.4,31.09,25.61,1.65,29.545,0.0,94.0,2018.0,5.0,2.0,2.0,122.0,2018-05-02,Talcher
52.95,124.14,15.29,50.72,55.27,49.35,0.91,11.88,18.74,129.0,2019.0,12.0,21.0,5.0,355.0,2019-12-21,Jaipur
1.76,19.23,8.52,31.43,21.32,22.26182340991312,0.65,3.23,0.0,53.0,2017.0,12.0,1.0,4.0,335.0,2017-12-01,Bengaluru
31.22,57.33,3.69,16.9,11.99,14.42,0.63,14.64,1.44,62.0,2020.0,1.0,20.0,0.0,20.0,2020-01-20,Amaravati
51.46,80.96890140030803,4.63,12.75,10.18,43.271998373949714,0.01,3.32,0.03,88.0,2017.0,2.0,21.0,1.0,52.0,2017-02-21,Chennai
70.62,192.27,41.43,76.42499999999998,49.07,58.96,0.37,24.03,3.35,204.0,2017.0,4.0,3.0,0.0,93.0,2017-04-03,Delhi
23.053879278620116,67.09126479586905,15.355441177891876,9.337691849462374,23.82,11.515445962104593,0.0,11.209506086401461,0.0,53.63037669641221,2016.0,4.0,10.0,6.0,101.0,2016-04-10,Mumbai
58.71,147.2,41.43,57.73,81.08874999999999,9.31,0.64,3.22,7.9,152.0,2018.0,2.0,5.0,0.0,36.0,2018-02-05,Amritsar
103.62,170.42033572410423,18.89,67.36,48.76,17.38,1.19,7.92,0.3,183.0,2019.0,2.0,25.0,0.0,56.0,2019-02-25,Lucknow
51.445855844851394,113.33,6.41,6.78,6.566946286932534,6.57,0.3,22.49,5.148102278252736,123.0,2018.0,7.0,7.0,5.0,188.0,2018-07-07,Jorapokhar
80.78,122.62,4.28,29.97,18.88,14.36,1.11,4.71,0.0,166.0,2017.0,1.0,20.0,4.0,20.0,2017-01-20,Visakhapatnam
64.73,182.68,41.43,28.4,81.08874999999999,14.66972388540114,2.86,22.73,14.485102116434973,166.0,2019.0,2.0,20.0,2.0,51.0,2019-02-20,Mumbai
39.03,73.5,41.43,8.79,42.01,38.3,1.66,29.545,0.0,98.0,2018.0,5.0,1.0,1.0,121.0,2018-05-01,Talcher
36.65,63.713130520874415,13.86,18.11,16.63,62.17999999999999,0.8,11.24,0.01,100.0,2017.0,10.0,25.0,2.0,298.0,2017-10-25,Chennai
51.14280978133365,78.99810452831963,14.04414712344569,32.56762399386696,32.345835256114924,25.517254108020325,2.118291945310574,19.452518453180005,0.0,270.80179951296395,2017.0,1.0,29.0,6.0,29.0,2017-01-29,Ahmedabad
158.245,275.7038460523098,41.43,62.1,76.25,55.7,1.81,10.83,1.76,398.5,2017.0,11.0,13.0,0.0,317.0,2017-11-13,Lucknow
92.4,232.53,8.21,22.49,24.53,7.61,2.7,13.12,14.903900006053846,141.0,2018.0,5.0,9.0,2.0,129.0,2018-05-09,Brajrajnagar
8.795246609265632,20.45,7.36,12.39,14.493575769064137,6.7660937266700785,0.05,6.15,-1.0490717169127493,23.18438242127354,2017.0,7.0,5.0,2.0,186.0,2017-07-05,Jorapokhar
60.38,98.67,17.72,76.42499999999998,68.13,30.616542504415833,2.86,29.545,21.975,398.5,2019.0,11.0,24.0,6.0,328.0,2019-11-24,Ahmedabad
8.62,29.16,2.02,8.07,5.93,3.99,1.08,4.19,2.9754003279899734,60.0,2017.0,12.0,2.0,5.0,336.0,2017-12-02,Thiruvananthapuram
6.42,53.73411447327919,17.25,29.0,28.697063682988528,27.217242395392987,0.75,2.46,0.0,61.504272501370906,2017.0,8.0,28.0,0.0,240.0,2017-08-28,Gurugram
95.09,153.93810930482994,7.6,22.47,17.44,28.0,0.91,5.59,2.86,174.0,2019.0,6.0,4.0,1.0,155.0,2019-06-04,Lucknow
122.16,200.29111327800945,32.03,21.5,37.11,25.89,2.61,10.78,21.975,203.0,2015.0,10.0,13.0,1.0,286.0,2015-10-13,Chennai
16.28,114.11203080616917,26.67,57.19,47.8,26.1000831957561,2.86,29.545,16.02,398.5,2018.0,9.0,12.0,2.0,255.0,2018-09-12,Ahmedabad
63.41,96.78,5.24,8.98,12.78,10.26,0.86,6.13,4.04,126.0,2016.0,3.0,14.0,0.0,74.0,2016-03-14,Hyderabad
26.04,44.89,6.58,18.76,30.9,6.2,0.54,16.06,3.9598507054129186,79.0,2019.0,5.0,31.0,4.0,151.0,2019-05-31,Guwahati
158.245,296.18956368389,8.23,48.23,28.58,36.18,0.42,8.98,0.0,398.5,2018.0,5.0,14.0,0.0,134.0,2018-05-14,Lucknow
29.21,130.06,10.51,19.75,18.92,12.63,0.84,9.12,5.45,111.0,2019.0,5.0,16.0,3.0,136.0,2019-05-16,Visakhapatnam
46.03,95.57,4.18,20.92,13.28,11.64,1.02,29.545,6.39,113.0,2016.0,12.0,11.0,6.0,346.0,2016-12-11,Visakhapatnam
38.26879645620056,89.28386763616732,23.038142066458487,20.379968953558034,42.231079658976114,16.25645200419899,0.0,11.604581598963478,0.0,83.24792044066248,2017.0,2.0,26.0,6.0,57.0,2017-02-26,Mumbai
20.19984391011758,38.25,6.27,6.6,9.157829770558692,6.3026086528731184,0.13,11.17,0.4294528071568493,46.008108085244885,2017.0,8.0,25.0,4.0,237.0,2017-08-25,Jorapokhar
48.6,106.14,24.79,31.1,55.91,13.912299225181414,1.76,20.49,9.451428386673797,109.0,2018.0,10.0,8.0,0.0,281.0,2018-10-08,Mumbai
15.1,36.13,9.48,14.19,8.64,6.12,0.25,5.1,1.92,67.0,2017.0,8.0,12.0,5.0,224.0,2017-08-12,Hyderabad
17.96,47.61,5.68,14.95,12.66,14.75,0.69,6.51,0.12,73.0,2018.0,7.0,21.0,5.0,202.0,2018-07-21,Amaravati
103.22,204.0239193015865,41.43,76.42499999999998,62.88,33.23233449135685,2.86,29.545,21.975,398.5,2018.0,11.0,3.0,5.0,307.0,2018-11-03,Ahmedabad
158.245,277.3236292235121,26.43,48.77,29.5,24.56066723051083,2.6,29.545,2.96,371.0,2018.0,1.0,1.0,0.0,1.0,2018-01-01,Patna
71.26,108.84103793371264,6.84,31.43,21.87,34.79,1.15,4.71,1.89,115.0,2019.0,6.0,24.0,0.0,175.0,2019-06-24,Lucknow
158.245,261.02290044634367,41.43,43.96,81.08874999999999,26.44593196392117,2.51,7.72,1.41,398.5,2015.0,12.0,28.0,0.0,362.0,2015-12-28,Patna
70.22794400686143,165.02656471650715,23.559150190038295,12.184410359717504,30.510714644550035,13.140533885908042,1.8698454930972446,22.977311636385934,-0.8363302301868316,196.77996385560357,2018.0,1.0,14.0,6.0,14.0,2018-01-14,Talcher
69.14,111.56,41.43,44.32,59.52,14.61,0.85,11.87,3.27,208.0,2020.0,5.0,16.0,5.0,137.0,2020-05-16,Gurugram
75.75366354907192,148.22163905638183,39.91034763554799,36.64209894165754,81.08874999999999,21.660434557221606,2.86,13.604573047164536,0.0,218.25488326477512,2018.0,1.0,3.0,2.0,3.0,2018-01-03,Mumbai
149.73,289.98,41.43,76.42499999999998,72.79,62.17999999999999,1.42,28.15,15.38,362.0,2017.0,2.0,28.0,1.0,59.0,2017-02-28,Delhi
18.4,46.197979820703495,7.44,14.22,5.96452979498099,19.618540937579894,1.23,4.29,2.15,64.0,2017.0,7.0,9.0,6.0,190.0,2017-07-09,Lucknow
106.01,141.6214598343131,4.28,27.31,30.54,17.968973129887672,2.86,29.545,15.54,252.0,2015.0,3.0,12.0,3.0,71.0,2015-03-12,Ahmedabad
39.22,76.4422568472836,3.52,21.73,31.32,19.19944210568741,0.91,5.54,1.24,82.0,2018.0,4.0,28.0,5.0,118.0,2018-04-28,Bengaluru
158.245,289.98,39.61,20.99,46.27,34.79732776924598,1.52,6.69,5.0263167855137,328.0,2018.0,2.0,2.0,4.0,33.0,2018-02-02,Gurugram
55.76,85.33,11.63,59.47,18.69,38.92,0.51,29.545,0.57,105.0,2016.0,11.0,21.0,0.0,326.0,2016-11-21,Hyderabad
54.06,104.74,4.22,51.33,28.19,21.4930267084153,2.86,29.545,21.975,219.0,2020.0,2.0,23.0,6.0,54.0,2020-02-23,Ahmedabad
41.25,254.96,17.11,0.53,17.61,3.17,0.56,5.04,12.023656685273636,190.34285193647395,2020.0,6.0,10.0,2.0,162.0,2020-06-10,Brajrajnagar
117.76,189.88167171951136,4.28,29.4,22.07,34.29,0.58,7.28,0.0,225.0,2018.0,6.0,4.0,0.0,155.0,2018-06-04,Lucknow
43.86,76.69,23.12,38.29,60.55,32.22,2.13,9.81,19.87,140.0,2016.0,8.0,6.0,5.0,219.0,2016-08-06,Delhi
77.33,122.65211460228932,6.96,31.24,28.62,7.72,0.95,7.67,3.59,135.0,2017.0,9.0,30.0,5.0,273.0,2017-09-30,Lucknow
66.21,107.1,29.48,41.29,42.14,14.6,1.28,7.78,9.67,107.0,2017.0,1.0,12.0,3.0,12.0,2017-01-12,Visakhapatnam
66.17,143.2894053407025,16.76,21.01,37.77,15.691988294991404,1.34,2.41,0.74,264.0,2016.0,5.0,29.0,6.0,150.0,2016-05-29,Patna
14.26,45.16,41.43,22.37,81.08874999999999,14.0,1.74,12.05,0.0,109.0,2020.0,5.0,30.0,5.0,151.0,2020-05-30,Kochi
28.38,51.346692839464026,6.09,22.83,18.49,35.72,2.21,2.97,2.3,82.0,2015.0,9.0,22.0,1.0,265.0,2015-09-22,Bengaluru
25.80021591595687,59.99,7.24,7.47,7.804965195324257,6.63,0.33,21.44,3.874659536876152,66.0,2018.0,7.0,17.0,1.0,198.0,2018-07-17,Jorapokhar
18.09,71.69,41.43,22.31,64.82,12.90254456190894,1.84,24.63,8.40936601185831,97.0,2019.0,4.0,23.0,1.0,113.0,2019-04-23,Mumbai
127.75,224.02,27.87,46.76,52.38,39.61,1.22,18.24,18.7,244.0,2020.0,2.0,25.0,1.0,56.0,2020-02-25,Delhi
42.62,77.31,6.45,29.87,24.4,21.582254128378537,0.82,4.05,1.94,82.0,2018.0,4.0,24.0,1.0,114.0,2018-04-24,Bengaluru
57.53,128.81,1.94,25.03,14.88,33.72,0.78,25.39,3.02,117.0,2018.0,2.0,16.0,4.0,47.0,2018-02-16,Amaravati
48.58,93.92,2.56,12.0,7.76,12.698612041148209,2.56,20.56,17.889724124382155,177.0,2019.0,12.0,15.0,6.0,349.0,2019-12-15,Ahmedabad
63.65315943594078,152.04036732950738,24.593717474672907,13.45097932735655,31.74262349472974,12.513633852509372,1.828313441648561,22.622343356079682,0.5316528457819913,184.39204047572275,2018.0,9.0,8.0,5.0,251.0,2018-09-08,Talcher
29.56,61.16,5.26,21.1,14.83,11.16,0.37,5.41,8.87,69.0,2020.0,5.0,9.0,5.0,130.0,2020-05-09,Hyderabad
